% ARFF file for the game charactor with 24 features
@relation charactor
@attribute index real
@attribute curFps real
@attribute cpuUsage real
@attribute gpuUsage real
@attribute cmdCount real
@attribute parameterDataSize real
@attribute parameterDataToRemote real
@attribute objCount real
@attribute dataSize real
@attribute triangleCount real
@attribute drawTimes real
@attribute ibLockCount real
@attribute ibSize real
@attribute vbLockCount real
@attribute vbSize real
@attribute surfaceLockCount real
@attribute surfadeSize real
@attribute texLockCount real
@attribute textSize real
@attribute setTex real
@attribute stateBlockCount real
@attribute vertexShaderCmdCount real
@attribute vertexShaderConst real
@attribute pixelShaderCmdConst real
@attribute pixelShaderConst real
@attribute gameIndex real
@data
2 5.997089 -1.000000 0.000000 25455 443631800 302906848 69 151113744 138 69 1015 0 1014 0 990 140361188 41 10747904 0 12 0 4416 236 0 0
3 0.543084 42.670803 0.000000 8278 25724200 3690872 1 25485368 2 1 0 0 0 0 295 21798904 1 3686400 0 0 0 64 0 0 0
4 61.341377 41.615623 12.000000 1484 224891920 224887256 62 224874368 124 62 0 0 0 0 0 0 61 224870400 0 0 0 3968 0 0 0
5 59.920376 31.912310 20.000000 1440 221204880 221200320 60 221187840 120 60 0 0 0 0 0 0 60 221184000 0 0 0 3840 0 0 0
6 59.939362 35.025669 20.000000 1440 221204880 221200320 60 221187840 120 60 0 0 0 0 0 0 60 221184000 0 0 0 3840 0 0 0
7 59.932297 34.247379 20.000000 1440 221204880 221200320 60 221187840 120 60 0 0 0 0 0 0 60 221184000 0 0 0 3840 0 0 0
8 59.864677 31.102871 20.000000 1440 221204880 221200320 60 221187840 120 60 0 0 0 0 0 0 60 221184000 0 0 0 3840 0 0 0
9 59.860664 33.435486 20.000000 1440 221204880 221200320 60 221187840 120 60 0 0 0 0 0 0 60 221184000 0 0 0 3840 0 0 0
10 59.962456 29.577351 20.000000 1440 221204880 221200320 60 221187840 120 60 0 0 0 0 0 0 60 221184000 0 0 0 3840 0 0 0
11 45.565269 13.114177 10.000000 12964 826266312 826223184 522 140693888 6812 522 1 0 196 0 0 0 18 66355200 0 12 0 20864 0 0 0
12 59.934708 3.895632 19.000000 26586 1628364560 1628275280 1082 159294720 14520 1082 0 0 422 0 0 0 0 0 0 0 0 42240 0 0 0
13 59.921448 7.783492 18.000000 26583 1628364520 1628275240 1081 159294720 14520 1081 0 0 421 0 0 0 0 0 0 0 0 42240 0 0 0
14 59.943291 3.113396 18.000000 26583 1628364520 1628275240 1081 159294720 14520 1081 0 0 421 0 0 0 0 0 0 0 0 42240 0 0 0
15 59.914600 6.226784 18.000000 26586 1628364560 1628275280 1082 159294720 14520 1082 0 0 422 0 0 0 0 0 0 0 0 42240 0 0 0
16 59.941631 2.337377 18.000000 26583 1628364520 1628275240 1081 159294720 14520 1081 0 0 421 0 0 0 0 0 0 0 0 42240 0 0 0
17 59.930405 4.670094 19.000000 26586 1628364560 1628275280 1082 159294720 14520 1082 0 0 422 0 0 0 0 0 0 0 0 42240 0 0 0
18 59.928581 1.556697 18.000000 26586 1628364560 1628275280 1082 159294720 14520 1082 0 0 422 0 0 0 0 0 0 0 0 42240 0 0 0
19 59.933723 7.783489 18.000000 26587 1628626688 1628537400 1081 159294720 14520 1081 0 0 421 0 0 0 0 0 0 0 0 42240 0 0 0
20 29.989233 22.085064 0.000000 24617 1491615204 1483136044 976 154555840 13078 976 3 0 381 0 2 8388864 9 2359296 0 36 0 38080 0 0 0
21 28.326546 37.319695 7.000000 12967 447895832 447293004 260 49478536 6638 260 202 0 269 0 3 557060 65 17039360 0 0 0 11712 18900 1008 0
22 11.389896 40.292850 1.000000 15360 360753440 148107284 92 223980376 5174 92 141 0 132 0 632 212462324 0 0 0 0 0 4160 11700 624 0
23 21.555389 37.242638 6.000000 30359 462742228 305058004 165 177234208 9160 165 17 0 63 0 1465 156852032 0 0 0 0 0 7552 24020 1280 0
24 13.472934 45.506226 4.000000 11295 379109788 371745904 122 16639076 6004 122 43 0 61 0 40 3332928 0 0 0 0 0 5888 26100 1200 0
25 2.743721 14.970747 0.000000 1797 76609192 75816760 31 2661588 1212 31 0 0 7 0 0 0 0 0 0 0 0 1536 5220 240 0
26 2.264516 4.768446 0.000000 12434 330782924 252455344 100 86123800 4058 100 31 0 52 0 453 75498816 5 1310720 0 0 0 5056 17400 800 0
27 51.344898 12.306194 3.000000 29751 605475272 605368896 470 69087824 21840 470 0 0 158 0 0 0 0 0 0 0 0 19968 55120 3328 0
28 59.930779 9.349509 4.000000 34329 698623560 698502600 543 79716720 25200 543 0 0 183 0 0 0 0 0 0 0 0 23040 63600 3840 0
29 52.941231 12.453592 3.000000 31239 628399912 628288716 523 102021172 22260 523 0 0 205 0 0 0 48 12582912 0 0 0 20352 56180 3392 0
30 59.944435 7.783486 4.000000 35469 714363480 714239400 603 106258800 25200 603 0 0 243 0 0 0 0 0 0 0 0 23040 63600 3840 0
31 59.943314 5.448435 4.000000 35466 714363440 714239360 602 106258800 25200 602 0 0 242 0 0 0 0 0 0 0 0 23040 63600 3840 0
32 59.926849 7.783492 4.000000 35469 714363480 714239400 603 106258800 25200 603 0 0 243 0 0 0 0 0 0 0 0 23040 63600 3840 0
33 59.907684 6.226791 4.000000 35469 714363480 714239400 603 106258800 25200 603 0 0 243 0 0 0 0 0 0 0 0 23040 63600 3840 0
34 59.903057 7.783470 4.000000 35472 714363520 714239440 604 106258800 25200 604 0 0 244 0 0 0 0 0 0 0 0 23040 63600 3840 0
35 59.970650 7.661173 4.000000 36057 726269496 726143348 612 108029780 25620 612 0 0 246 0 0 0 0 0 0 0 0 23424 64660 3904 0
36 59.963135 7.791252 4.000000 35466 714363440 714239360 602 106258800 25200 602 0 0 242 0 0 0 0 0 0 0 0 23040 63600 3840 0
37 61.214573 7.528059 4.000000 36651 738175592 738047376 623 109800760 26040 623 0 0 251 0 0 0 0 0 0 0 0 23808 65720 3968 0
38 59.892082 5.448430 4.000000 35469 714363480 714239400 603 106258800 25200 603 0 0 243 0 0 0 0 0 0 0 0 23040 63600 3840 0
39 59.972240 4.674769 4.000000 35469 714363480 714239400 603 106258800 25200 603 0 0 243 0 0 0 0 0 0 0 0 23040 63600 3840 0
40 55.922806 8.561833 4.000000 36465 674096148 673964960 592 116738528 26600 592 0 0 256 0 0 0 67 17563648 0 0 0 21504 59360 3584 0
41 59.926640 5.448449 4.000000 49272 745879840 745702480 724 106258800 38400 724 0 0 364 0 0 0 0 0 0 0 0 23040 63600 3840 0
42 59.947945 6.226794 4.000000 49272 745879840 745702480 724 106258800 38400 724 0 0 364 0 0 0 0 0 0 0 0 23040 63600 3840 0
43 6.584202 16.507862 3.000000 15691 721516584 652344520 792 31567302 260105 792 37 0 121 0 1 4096 0 0 0 12 0 154288 53200 18224 0
44 52.281086 42.260914 40.000000 149620 17342001492 16120778068 31140 363189510 13263767 31140 0 0 477 0 0 0 0 0 0 0 0 7731744 1785464 898896 0
45 53.788986 27.936962 31.000000 163039 17684578404 16440271864 31855 391909076 13580292 31855 1 0 521 0 0 0 26 6815744 0 12 0 7887552 1819152 916608 0
46 60.079922 23.819706 41.000000 190856 19982959540 18577328912 36057 445017702 15353715 36057 0 0 612 0 0 0 0 0 0 0 0 8919456 2054968 1036608 0
47 55.872307 25.634411 37.000000 178383 18487632232 17197216516 33723 430888670 14341381 33723 4 0 564 0 0 0 0 0 0 0 0 8303680 1907912 964336 0
48 59.860523 26.437490 40.000000 199183 20624238440 19241647836 37538 508057188 15962692 37538 0 0 532 0 0 0 0 0 0 0 0 9154880 2093528 1060080 0
49 59.983391 29.141008 41.000000 201689 21287523520 19881918372 40033 523466812 16675117 40033 0 0 458 0 0 0 0 0 0 0 0 9611696 2107136 1110208 0
50 59.894741 20.994417 41.000000 200709 21379934632 19997401740 41664 535308900 17217040 41664 4 0 420 0 0 0 0 0 0 0 0 9917168 2208052 1160208 0
51 56.773682 25.945992 41.000000 207400 19987149160 18650706056 44576 540960848 17804056 44576 0 0 406 0 0 0 0 0 0 0 0 10395984 2149836 1222464 0
52 60.199940 31.534607 44.000000 229089 20734250024 19328682016 49536 581439992 19100413 49536 1 0 427 0 0 0 0 0 0 0 0 11457056 2285404 1370928 0
53 59.851589 28.741589 44.000000 243853 20239864000 18857339440 52863 604602200 19018687 52863 0 0 410 0 0 0 0 0 0 0 0 12086992 2232600 1452288 0
54 59.561649 36.364597 45.000000 266224 20163746264 18781219852 58545 684579476 20419114 58545 1 0 431 0 0 0 0 0 0 0 0 13461664 2384400 1582000 0
55 60.295261 32.367619 43.000000 252969 21041701144 19636133952 55666 684995230 20746668 55666 0 0 368 0 0 0 0 0 0 0 0 13005040 2577080 1507536 0
56 60.074631 25.331575 41.000000 229253 21021146880 19615581236 49161 662908054 20114956 49161 0 0 366 0 0 0 0 0 0 0 0 11924560 2416676 1378656 0
